WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
3047,White,5.82,0.45,0.39,11.6,0.009,31.0,170.9,0.9984,3.27,0.54,10.06,5
3048,White,7.84,0.25,0.46,0.6,0.063,42.1,128.3,0.9946,3.19,0.42,10.61,5
3049,White,7.6,0.21,0.29,6.84,0.073,23.6,130.3,0.9985,3.2,0.49,11.86,7
3050,White,5.99,0.31,0.36,7.72,0.03,32.7,101.5,0.9905,3.51,0.3,10.32,7
3051,White,6.89,0.24,0.34,14.38,0.065,27.0,128.6,0.9994,3.33,0.55,10.48,5
3052,White,7.71,0.37,0.39,9.54,0.035,5.4,162.8,0.993,3.09,0.56,10.11,6
3053,White,7.08,0.13,0.22,17.3,0.033,42.4,144.3,0.9924,3.3,0.44,9.35,7
3054,White,8.01,0.3,0.37,0.6,0.054,36.0,18.6,0.9977,3.04,0.54,11.04,4
3055,White,6.17,0.24,0.24,15.44,0.022,60.8,123.0,0.9945,3.28,0.69,9.71,4
3056,White,6.62,0.11,0.29,5.05,0.031,51.4,169.2,0.9999,3.24,0.59,11.93,7
3057,White,7.29,0.29,0.39,8.27,0.048,9.5,144.9,0.9921,3.13,0.34,10.64,6
3058,White,7.97,0.21,0.4,3.15,0.02,30.1,82.6,0.9916,2.97,0.56,11.34,5
3059,White,6.63,0.28,0.41,2.94,0.057,34.1,178.6,0.992,3.23,0.3,11.13,6
3060,White,6.9,0.45,0.49,2.62,0.098,45.0,147.2,0.994,3.3,0.5,10.02,5
3061,White,7.43,0.23,0.11,11.71,0.047,12.0,102.2,0.9895,3.19,0.33,9.45,5
3062,White,6.66,0.13,0.39,1.28,0.009,26.9,170.2,0.9976,3.37,0.51,10.34,6
3063,White,5.95,0.22,0.22,5.98,0.051,2.6,174.1,0.9906,3.23,0.52,10.41,5
3064,White,6.07,0.17,0.19,0.6,0.052,29.9,172.9,0.9937,3.44,0.73,11.92,5
3065,White,6.93,0.24,0.44,2.47,0.065,8.4,201.7,0.9905,3.25,0.25,9.96,5
3066,White,8.4,0.33,0.22,2.96,0.047,28.9,82.4,0.9956,3.39,0.56,11.75,6
3067,White,6.38,0.29,0.27,2.89,0.032,43.8,177.4,0.9962,3.12,0.37,12.63,6
3068,White,6.38,0.52,0.46,10.51,0.025,30.2,35.5,0.9922,3.22,0.54,11.28,5
3069,White,6.88,0.19,0.19,5.45,0.071,19.4,160.0,0.9924,3.07,0.44,11.29,6
3070,White,5.85,0.34,0.32,13.93,0.049,16.3,165.2,0.9922,3.09,0.38,10.47,6
3071,White,6.11,0.2,0.46,10.27,0.06,34.1,160.7,0.9949,3.25,0.59,11.69,6
3072,White,6.96,0.16,0.44,9.84,0.009,29.7,83.8,0.9911,3.05,0.47,10.65,7
3073,White,8.52,0.27,0.39,7.92,0.072,53.5,119.9,0.99,3.14,0.47,11.29,5
3074,White,7.14,0.25,0.36,12.5,0.044,2.0,147.3,0.9934,2.93,0.52,13.09,7
3075,White,5.96,0.25,0.2,7.18,0.041,21.0,140.7,0.9912,3.19,0.49,12.46,7
3076,White,6.54,0.4,0.29,6.66,0.041,57.5,189.2,0.9894,3.18,0.39,11.65,6
3077,White,6.17,0.19,0.31,7.73,0.069,26.8,120.9,0.9951,3.18,0.45,10.19,7
3078,White,6.67,0.16,0.41,2.23,0.026,38.0,273.5,0.9926,3.11,0.52,9.56,5
3079,White,5.82,0.27,0.32,2.58,0.061,61.7,102.7,0.9972,3.19,0.56,11.31,6
3080,White,6.72,0.35,0.52,3.62,0.057,14.5,116.8,0.9902,3.3,0.62,11.73,6
3081,White,7.28,0.17,0.23,11.68,0.025,22.5,194.6,0.9872,3.01,0.51,10.25,6
3082,White,6.95,0.27,0.42,6.43,0.068,50.2,145.9,0.9892,2.99,0.58,8.37,3
3083,White,6.71,0.38,0.31,7.51,0.034,44.0,63.2,0.993,3.12,0.42,9.87,5
3084,White,7.07,0.32,0.31,0.6,0.07,25.2,186.0,0.9978,3.17,0.52,11.21,6
3085,White,6.23,0.36,0.27,2.32,0.055,41.5,109.9,0.9955,3.21,0.62,11.89,6
3086,White,7.7,0.27,0.21,8.75,0.039,22.2,166.9,0.9928,3.42,0.24,10.38,5
3087,White,9.08,0.24,0.28,0.6,0.079,38.9,166.1,0.9934,3.12,0.62,13.2,8
3088,White,8.43,0.21,0.32,5.21,0.055,33.9,45.3,0.9906,3.21,0.41,9.28,6
3089,White,6.71,0.23,0.47,12.24,0.044,24.5,163.7,0.9944,3.08,0.41,10.65,5
3090,White,5.26,0.42,0.28,13.18,0.057,44.9,154.2,0.9913,3.1,0.53,10.75,7
3091,White,6.81,0.22,0.16,0.6,0.013,11.0,187.7,0.9961,3.23,0.56,10.88,6
3092,White,8.36,0.34,0.33,11.02,0.015,31.0,100.8,0.9914,3.26,0.56,10.34,4
3093,White,6.72,0.18,0.29,6.46,0.057,67.5,145.0,0.995,3.15,0.45,11.39,7
3094,White,8.02,0.31,0.38,7.35,0.009,31.0,175.7,0.9931,2.79,0.53,10.01,6
3095,White,7.64,0.53,0.63,7.5,0.052,15.0,110.5,0.9968,3.26,0.53,10.63,6
3096,White,6.99,0.33,0.1,2.62,0.04,18.3,159.8,0.9955,3.37,0.48,11.6,6
3097,White,7.42,0.39,0.14,9.67,0.047,29.7,153.3,0.9904,2.96,0.42,12.68,8
3098,White,5.43,0.4,0.29,11.65,0.056,11.8,125.5,0.9947,2.97,0.47,11.35,6
3099,White,7.99,0.13,0.42,4.62,0.051,23.2,146.4,0.9903,3.06,0.61,11.03,5
3100,White,7.64,0.3,0.4,9.59,0.025,55.0,125.9,0.9969,3.14,0.68,11.83,6
3101,White,9.24,0.19,0.3,9.91,0.009,53.3,130.2,0.9939,3.25,0.41,11.01,6
3102,White,7.51,0.29,0.37,16.53,0.045,53.0,185.9,0.9923,3.28,0.36,11.05,6
3103,White,6.69,0.27,0.52,4.05,0.05,25.0,110.0,0.9894,3.08,0.37,11.9,5
3104,White,6.82,0.19,0.32,11.63,0.049,25.0,155.2,0.9941,3.11,0.4,11.32,6
3105,White,8.65,0.35,0.33,13.19,0.022,2.0,98.3,0.9959,2.87,0.58,10.63,5
3106,White,7.17,0.18,0.42,7.82,0.062,34.7,112.7,0.9892,2.94,0.45,10.05,7
3107,White,5.67,0.3,0.31,0.6,0.033,61.9,82.1,0.9923,2.96,0.48,9.58,5
3108,White,7.13,0.19,0.52,3.11,0.041,22.9,61.9,0.9934,3.1,0.37,10.98,6
3109,White,7.66,0.39,0.16,5.19,0.06,22.8,96.4,0.9943,2.93,0.51,8.9,5
3110,White,7.46,0.48,0.45,2.96,0.019,74.9,46.1,0.994,3.23,0.52,11.14,7
3111,White,7.26,0.3,0.36,13.82,0.026,2.0,142.3,0.9926,3.08,0.66,11.03,6
3112,White,7.54,0.24,0.31,5.3,0.056,29.5,221.4,0.9952,3.21,0.29,11.82,5
3113,White,6.13,0.33,0.33,10.24,0.021,11.2,132.2,0.995,3.4,0.5,12.35,7
3114,White,7.81,0.22,0.15,7.22,0.09,45.8,177.1,0.9935,3.18,0.5,10.91,6
3115,White,6.27,0.25,0.41,8.87,0.016,44.4,133.1,0.9954,3.09,0.39,11.64,5
3116,White,7.61,0.36,0.51,10.68,0.009,15.5,208.0,0.9953,2.98,0.48,10.72,5
3117,White,7.52,0.33,0.23,0.6,0.042,31.0,132.4,0.9898,3.06,0.5,10.63,5
3118,White,6.44,0.23,0.0,5.25,0.03,61.8,79.5,0.9964,3.14,0.55,12.01,6
3119,White,6.83,0.3,0.36,7.23,0.056,34.5,129.3,0.9884,3.08,0.52,11.99,6
3120,White,7.46,0.33,0.36,3.11,0.023,33.4,94.5,0.9948,3.24,0.58,11.71,6
3121,White,7.13,0.26,0.47,3.29,0.023,40.8,97.8,0.9968,3.57,0.6,11.26,7
3122,White,5.86,0.48,0.52,5.45,0.078,38.1,139.3,0.997,3.34,0.59,11.86,7
3123,White,7.47,0.34,0.28,3.78,0.086,28.8,99.1,0.9943,3.35,0.62,11.55,6
3124,White,6.34,0.32,0.45,15.1,0.031,36.8,195.6,0.9917,3.37,0.4,11.52,7
3125,White,6.01,0.27,0.44,6.36,0.018,35.2,84.7,0.992,2.94,0.47,11.81,6
3126,White,6.86,0.45,0.46,18.67,0.112,28.0,180.2,0.9942,3.27,0.59,11.12,5
3127,White,7.27,0.12,0.39,6.63,0.039,13.0,217.3,0.9919,3.1,0.59,11.1,5
3128,White,7.68,0.41,0.2,7.95,0.031,38.8,98.1,1.0004,3.14,0.57,13.74,6
3129,White,7.07,0.4,0.31,4.85,0.033,23.5,236.7,0.9933,3.16,0.34,11.1,7
3130,White,6.15,0.53,0.4,9.97,0.039,26.0,184.4,0.996,3.11,0.34,12.33,7
3131,White,6.81,0.33,0.36,3.53,0.015,55.0,112.2,0.9952,3.16,0.68,10.96,4
3132,White,6.03,0.3,0.61,4.39,0.076,52.6,123.1,0.9916,3.31,0.49,10.48,6
3133,White,7.25,0.24,0.47,4.48,0.018,43.7,126.1,0.9959,3.28,0.5,12.83,6
3134,White,6.82,0.36,0.44,3.59,0.039,41.0,126.7,0.9955,3.21,0.53,11.3,7
3135,White,6.74,0.27,0.13,0.6,0.026,47.3,105.2,1.0005,3.22,0.44,12.41,6
3136,White,7.09,0.35,0.38,8.14,0.102,58.1,110.8,0.9903,3.11,0.44,9.65,6
3137,White,7.23,0.28,0.63,3.63,0.109,33.5,170.6,0.9926,3.27,0.41,11.13,6
3138,White,7.43,0.08,0.29,5.48,0.042,55.1,173.5,0.9955,3.05,0.43,9.8,5
3139,White,6.82,0.36,0.26,3.33,0.063,62.8,135.8,0.9916,3.35,0.49,9.55,5
3140,White,5.35,0.36,0.07,1.5,0.043,2.0,185.1,0.9964,3.01,0.62,11.87,6
3141,White,6.4,0.33,0.37,0.6,0.024,49.9,61.4,0.9944,2.85,0.68,10.98,7
3142,White,7.14,0.28,0.48,8.2,0.044,15.6,88.3,0.9919,3.2,0.46,11.75,6
3143,White,7.1,0.18,0.22,9.98,0.099,41.6,117.8,0.995,3.25,0.54,10.29,6
3144,White,6.2,0.28,0.23,11.03,0.058,24.1,131.2,0.9932,3.24,0.52,11.34,6
3145,White,7.37,0.28,0.47,15.54,0.052,47.8,167.6,0.9955,3.07,0.5,10.01,4
3146,White,6.28,0.3,0.25,14.35,0.059,26.5,215.9,0.9924,3.26,0.58,11.77,6
3147,White,6.58,0.37,0.29,13.93,0.05,37.3,129.5,0.9983,3.34,0.38,10.12,5
3148,White,5.74,0.22,0.3,3.48,0.062,49.1,138.5,0.9936,3.1,0.37,11.11,6
3149,White,7.5,0.18,0.19,12.24,0.009,49.4,141.9,0.9934,3.44,0.76,10.44,4
3150,White,7.22,0.35,0.25,0.88,0.049,30.6,115.2,0.9901,3.09,0.73,11.92,6
3151,White,6.72,0.21,0.39,5.21,0.02,57.4,141.2,0.9935,3.38,0.64,10.43,7
3152,White,5.34,0.14,0.38,16.19,0.07,30.1,153.4,0.9924,3.34,0.45,11.53,6
3153,White,7.62,0.37,0.3,3.09,0.043,39.5,97.7,1.0024,3.24,0.56,10.21,5
3154,White,6.15,0.41,0.17,3.14,0.039,6.3,156.9,0.9962,3.2,0.49,10.36,6
3155,White,6.61,0.29,0.58,9.36,0.037,57.8,196.1,0.9892,3.25,0.51,12.5,6
3156,White,8.4,0.26,0.33,1.62,0.064,46.5,152.2,0.9927,3.25,0.65,10.26,6
3157,White,5.18,0.29,0.36,5.8,0.06,25.4,77.0,0.9963,3.16,0.57,11.85,5
3158,White,7.15,0.29,0.2,4.39,0.068,15.5,163.0,0.987,3.11,0.52,11.59,5
3159,White,7.92,0.25,0.13,3.96,0.055,43.9,156.3,0.9922,3.41,0.56,11.33,5
3160,White,7.55,0.37,0.32,18.6,0.078,41.7,171.8,0.994,3.37,0.61,10.18,6
3161,White,5.31,0.23,0.23,6.97,0.022,42.5,163.8,0.9909,2.83,0.39,12.08,7
3162,White,5.9,0.26,0.44,9.95,0.033,45.7,194.2,0.9891,3.31,0.55,11.99,6
3163,White,6.12,0.44,0.37,3.65,0.048,47.3,177.8,1.0021,3.18,0.66,10.9,7
3164,White,7.35,0.26,0.21,11.79,0.069,21.7,101.2,0.9966,3.21,0.43,9.64,6
3165,White,6.96,0.21,0.37,4.1,0.059,31.8,107.8,0.993,3.15,0.58,12.31,6
3166,White,7.49,0.24,0.47,3.21,0.029,52.2,141.2,0.9935,3.06,0.44,8.87,5
3167,White,6.22,0.22,0.59,11.58,0.043,38.3,197.0,0.9903,3.06,0.58,10.59,5
3168,White,6.55,0.45,0.29,7.5,0.057,35.5,70.6,0.9937,3.15,0.73,9.4,6
3169,White,7.01,0.33,0.33,3.48,0.039,42.8,42.6,0.9951,3.3,0.36,10.8,6
3170,White,7.54,0.16,0.14,5.31,0.047,31.8,136.3,0.9963,3.09,0.65,12.14,6
3171,White,6.62,0.26,0.37,12.59,0.043,30.6,138.9,0.9929,3.15,0.53,10.54,5
3172,White,5.84,0.13,0.37,4.12,0.013,48.1,86.2,0.9933,3.4,0.44,10.84,7
3173,White,6.62,0.16,0.29,3.47,0.036,52.1,114.3,0.994,3.26,0.64,12.11,7
3174,White,6.37,0.15,0.23,0.6,0.035,22.5,42.0,0.9946,3.06,0.56,13.98,7
3175,White,4.3,0.08,0.31,11.93,0.054,45.4,147.6,0.995,2.9,0.24,11.19,6
3176,White,5.72,0.23,0.36,11.29,0.043,20.2,80.4,0.9934,3.22,0.66,9.78,6
3177,White,5.92,0.33,0.43,13.06,0.062,34.7,144.9,0.9925,3.38,0.51,12.7,7
3178,White,6.08,0.28,0.32,7.6,0.081,31.3,56.8,0.9948,2.92,0.35,10.89,6
3179,White,6.89,0.26,0.34,0.6,0.019,36.4,79.4,0.9952,3.25,0.47,12.29,6
3180,White,7.45,0.31,0.26,8.98,0.075,63.9,140.6,0.994,3.08,0.56,12.64,8
3181,White,6.55,0.29,0.37,3.22,0.063,45.9,135.5,0.9946,3.24,0.54,9.65,5
3182,White,7.16,0.31,0.34,13.36,0.034,32.3,199.0,0.9964,3.32,0.58,10.19,6
3183,White,7.23,0.35,0.33,0.6,0.009,62.3,166.9,0.9913,3.19,0.67,10.34,5
3184,White,5.95,0.25,0.42,16.62,0.069,17.8,79.7,0.9965,3.15,0.55,10.93,5
3185,White,6.72,0.23,0.53,14.04,0.05,51.0,122.2,0.9944,3.18,0.39,12.57,6
3186,White,7.02,0.43,0.14,1.56,0.071,56.7,198.2,0.9935,3.2,0.55,12.5,6
3187,White,8.15,0.28,0.22,11.04,0.015,2.0,193.1,0.9933,3.07,0.62,11.82,6
3188,White,6.6,0.11,0.2,21.69,0.022,51.1,100.7,0.9934,2.91,0.43,10.17,4
3189,White,7.63,0.25,0.36,4.76,0.054,39.2,147.8,0.9896,3.08,0.44,10.0,6
3190,White,8.25,0.16,0.37,5.39,0.04,38.5,129.7,0.9952,3.05,0.56,10.45,6
3191,White,6.56,0.29,0.38,2.33,0.039,66.1,77.3,0.9934,3.2,0.68,12.77,7
3192,White,6.33,0.27,0.43,6.5,0.012,49.1,173.0,0.9895,3.24,0.45,11.56,7
3193,White,5.26,0.39,0.31,10.67,0.009,9.1,157.8,0.9924,2.9,0.61,10.42,5
3194,White,7.53,0.23,0.37,1.41,0.071,25.3,225.3,0.9906,3.13,0.41,11.43,6
3195,White,8.18,0.29,0.32,8.16,0.052,78.1,115.5,0.9988,3.16,0.49,10.81,6
3196,White,8.33,0.35,0.42,0.69,0.046,36.5,206.3,0.9953,3.27,0.68,10.87,5
3197,White,5.87,0.24,0.39,0.6,0.042,12.6,110.0,0.9926,3.13,0.66,10.84,6
3198,White,6.61,0.35,0.39,4.27,0.057,25.4,131.6,0.99,3.35,0.5,10.63,6
3199,White,7.48,0.18,0.12,5.67,0.014,38.6,65.8,0.9905,3.41,0.49,10.98,5
3200,White,7.01,0.21,0.2,14.13,0.017,49.5,195.2,0.9916,3.11,0.62,12.69,6
3201,White,8.22,0.23,0.53,17.21,0.062,37.8,115.3,0.9907,3.33,0.22,10.3,6
3202,White,7.36,0.45,0.57,3.95,0.101,28.7,167.8,0.9923,3.49,0.6,11.28,6
3203,White,6.52,0.23,0.15,7.9,0.009,33.7,166.1,0.9973,2.99,0.58,12.55,6
3204,White,8.84,0.27,0.4,2.08,0.017,53.4,116.4,0.9948,3.16,0.45,10.85,6
3205,White,8.11,0.4,0.28,17.67,0.08,60.7,194.1,0.9887,3.51,0.32,11.19,6
3206,White,8.27,0.29,0.35,0.6,0.054,29.4,214.0,0.9945,3.24,0.61,11.21,5
3207,White,6.42,0.3,0.6,13.23,0.031,55.0,114.4,0.9948,2.95,0.66,12.2,8
3208,White,6.76,0.24,0.34,16.22,0.051,2.0,184.4,0.9914,3.2,0.43,10.68,6
3209,White,6.62,0.2,0.27,3.94,0.02,70.0,125.6,0.9903,3.22,0.47,11.84,7
3210,White,8.42,0.33,0.49,0.6,0.041,33.9,49.8,0.992,3.06,0.59,8.42,5
3211,White,6.2,0.25,0.26,15.03,0.019,66.4,125.1,0.9927,2.98,0.35,11.02,6
3212,White,7.16,0.21,0.57,5.45,0.036,39.3,161.4,0.9954,3.08,0.43,10.77,5
3213,White,7.68,0.28,0.31,5.37,0.067,52.1,153.2,0.9915,3.15,0.5,10.47,5
3214,White,6.77,0.28,0.12,12.39,0.025,49.5,105.1,0.9935,3.29,0.58,9.05,6
3215,White,6.89,0.44,0.26,5.81,0.035,24.4,150.0,0.9958,3.38,0.34,10.22,7
3216,White,7.24,0.25,0.39,5.49,0.077,39.3,111.1,0.9907,3.34,0.49,11.04,6
3217,White,6.83,0.2,0.26,9.89,0.047,18.6,115.9,0.9878,3.18,0.57,11.49,5
3218,White,7.85,0.31,0.27,3.14,0.056,56.1,212.4,0.9922,3.15,0.66,10.27,5
3219,White,5.82,0.39,0.38,1.02,0.066,32.0,165.8,0.9908,3.34,0.66,13.88,7
3220,White,7.26,0.38,0.44,2.93,0.058,42.4,60.6,1.0003,2.91,0.63,10.55,5
3221,White,6.26,0.33,0.0,14.01,0.059,55.5,90.9,0.9914,3.18,0.56,13.39,8
3222,White,7.35,0.28,0.37,3.75,0.058,50.6,142.3,0.9931,3.18,0.48,13.85,6
3223,White,5.36,0.38,0.39,5.51,0.03,17.3,127.8,0.9896,3.19,0.54,11.42,6
3224,White,7.66,0.27,0.36,12.97,0.036,49.1,100.6,0.9962,3.16,0.73,11.63,6
3225,White,7.49,0.32,0.33,13.06,0.035,29.8,174.6,0.9964,2.9,0.52,10.28,5
3226,White,6.79,0.17,0.26,0.6,0.036,32.2,113.7,0.9899,3.13,0.53,9.77,6
3227,White,6.16,0.2,0.43,12.99,0.016,39.3,131.1,0.9951,3.25,0.68,10.97,7
3228,White,7.4,0.43,0.34,1.62,0.037,4.0,105.9,0.9921,2.91,0.4,12.58,7
3229,White,5.32,0.14,0.41,2.32,0.094,19.7,140.3,0.9904,3.24,0.5,11.07,6
3230,White,6.75,0.29,0.47,5.95,0.017,52.4,88.2,0.9971,3.05,0.49,11.11,6
3231,White,4.97,0.3,0.45,0.6,0.051,17.6,129.1,0.9974,3.02,0.58,11.74,6
3232,White,7.89,0.15,0.51,8.78,0.068,45.5,108.6,0.993,3.27,0.47,10.06,6
3233,White,6.92,0.08,0.4,0.6,0.01,4.7,155.6,0.9938,3.21,0.37,9.66,5
3234,White,7.73,0.29,0.43,5.32,0.045,26.9,118.7,0.9931,3.41,0.63,11.52,6
3235,White,6.35,0.27,0.52,11.84,0.037,8.2,150.8,0.9976,3.2,0.48,9.97,5
3236,White,7.43,0.33,0.38,3.99,0.022,2.0,113.9,0.9907,3.04,0.52,12.62,7
3237,White,7.57,0.17,0.53,12.87,0.068,2.0,198.9,0.9956,3.1,0.56,10.75,5
3238,White,8.12,0.26,0.55,1.53,0.037,6.7,135.8,0.9917,3.38,0.53,10.5,5
3239,White,7.18,0.23,0.39,7.7,0.078,7.7,125.6,0.9965,3.22,0.68,11.67,6
3240,White,7.38,0.25,0.52,14.01,0.067,12.9,204.8,0.9946,3.02,0.54,10.54,5
3241,White,8.02,0.26,0.37,10.21,0.038,20.6,176.9,0.998,3.08,0.64,11.59,7
3242,White,6.73,0.45,0.37,0.6,0.035,59.4,133.1,0.994,3.1,0.35,11.71,6
3243,White,7.35,0.18,0.27,5.07,0.035,41.5,200.9,0.9945,2.96,0.39,10.79,6
3244,White,6.89,0.4,0.33,11.6,0.012,21.9,127.2,0.9933,3.42,0.41,13.34,7
3245,White,6.58,0.3,0.48,0.7,0.025,60.5,219.4,0.9928,3.05,0.52,9.93,5
3246,White,6.91,0.22,0.32,0.6,0.024,44.3,118.8,0.9923,3.28,0.43,11.48,7
3247,White,6.57,0.24,0.23,4.15,0.012,13.4,73.4,0.9968,3.08,0.34,11.8,7
3248,White,8.2,0.5,0.52,11.09,0.016,37.7,120.4,0.9945,3.23,0.56,11.04,6
3249,White,5.18,0.4,0.2,16.14,0.061,28.1,154.0,0.9909,3.28,0.51,10.41,6
3250,White,7.82,0.17,0.28,8.56,0.037,16.1,161.3,0.9964,3.24,0.57,11.63,5
3251,White,5.54,0.17,0.27,0.6,0.049,40.4,156.2,0.9902,3.12,0.49,10.32,5
3252,White,7.8,0.35,0.39,5.64,0.028,45.3,177.7,0.9916,3.18,0.52,9.11,5
3253,White,6.44,0.3,0.32,4.53,0.048,45.4,116.6,0.9983,3.32,0.56,12.05,7
3254,White,6.28,0.29,0.16,9.34,0.025,26.9,122.5,0.9896,3.21,0.65,9.64,6
3255,White,8.32,0.28,0.13,7.81,0.017,72.7,188.5,0.9937,3.04,0.49,10.99,5
3256,White,7.4,0.35,0.35,6.8,0.044,40.6,84.2,0.9926,3.15,0.47,11.32,6
3257,White,5.38,0.1,0.42,12.65,0.053,20.4,120.9,0.9943,3.32,0.61,10.66,5
3258,White,7.59,0.4,0.36,0.6,0.069,36.3,197.8,0.9887,3.11,0.45,10.94,4
3259,White,8.29,0.19,0.51,5.25,0.06,34.2,138.6,0.995,3.35,0.88,11.92,6
3260,White,7.22,0.31,0.37,6.61,0.026,39.4,179.7,0.9915,3.1,0.46,10.89,6
3261,White,6.17,0.21,0.42,6.31,0.059,39.2,119.1,0.9968,3.35,0.42,10.44,6
3262,White,6.78,0.32,0.24,13.91,0.062,58.0,136.3,0.9979,3.48,0.61,12.05,5
3263,White,5.91,0.33,0.48,0.6,0.07,18.8,78.0,0.9951,3.33,0.53,10.66,5
3264,White,6.42,0.19,0.21,12.87,0.028,35.2,230.1,0.997,3.23,0.39,10.6,6
3265,White,7.22,0.25,0.43,0.6,0.039,2.0,141.4,0.9941,3.3,0.51,11.39,5
3266,White,7.05,0.44,0.35,1.03,0.049,54.1,114.2,0.9936,3.22,0.35,11.85,6
3267,White,5.58,0.16,0.55,13.23,0.063,16.7,155.0,0.995,3.17,0.61,10.49,5
3268,White,6.59,0.4,0.24,0.6,0.038,9.1,118.6,0.9923,3.2,0.58,10.55,6
3269,White,7.48,0.35,0.51,9.23,0.046,21.9,127.2,0.9931,3.0,0.54,11.88,6
3270,White,7.04,0.12,0.25,7.13,0.029,41.6,173.5,0.9986,3.13,0.49,11.86,5
3271,White,5.72,0.48,0.44,6.39,0.053,63.5,121.7,0.9956,3.2,0.43,10.03,6
3272,White,7.23,0.29,0.22,3.27,0.11,23.5,117.7,0.9912,3.06,0.43,11.2,7
3273,White,6.8,0.4,0.56,2.43,0.009,25.4,129.1,0.9942,3.11,0.58,12.14,6
3274,White,7.59,0.14,0.18,16.37,0.046,40.4,183.2,0.9947,3.38,0.39,10.48,4
3275,White,5.29,0.14,0.36,16.53,0.044,14.8,146.7,0.9937,3.2,0.32,10.53,5
3276,White,7.67,0.23,0.47,6.32,0.055,44.3,76.3,0.9966,3.36,0.65,12.13,6
3277,White,6.82,0.2,0.27,6.13,0.055,25.7,96.2,0.9972,3.19,0.32,8.9,6
3278,White,6.53,0.17,0.36,7.87,0.038,26.1,57.3,0.9933,3.2,0.56,11.92,5
3279,White,5.97,0.19,0.27,2.72,0.049,38.1,146.6,0.9902,3.27,0.54,10.56,5
3280,White,7.92,0.18,0.25,7.07,0.024,16.7,143.9,0.9895,2.89,0.56,11.24,7
3281,White,7.19,0.21,0.32,7.71,0.087,54.9,170.4,0.9946,3.29,0.57,11.2,6
3282,White,8.17,0.28,0.28,9.94,0.042,31.3,216.3,0.9961,2.89,0.41,11.7,5
3283,White,6.2,0.34,0.42,9.56,0.02,30.2,206.6,0.9887,3.04,0.71,11.56,5
3284,White,6.5,0.12,0.38,13.13,0.05,45.5,72.5,0.9923,3.2,0.55,11.29,6
3285,White,6.3,0.24,0.39,12.28,0.027,25.3,138.0,0.9949,3.02,0.57,12.86,6
3286,White,6.6,0.26,0.2,8.08,0.04,80.3,114.0,0.9912,3.32,0.34,11.36,6
3287,White,7.01,0.24,0.31,8.77,0.024,14.1,143.6,0.9963,3.26,0.54,10.67,6
3288,White,6.85,0.26,0.15,15.37,0.027,27.7,189.9,0.9937,3.1,0.4,11.01,5
3289,White,7.26,0.3,0.14,9.98,0.01,28.9,110.5,0.9934,3.1,0.41,11.11,6
3290,White,6.46,0.38,0.16,14.05,0.012,26.5,21.7,0.9863,3.35,0.51,10.24,6
3291,White,7.49,0.24,0.26,5.9,0.051,66.4,161.7,0.9909,3.1,0.42,9.98,6
3292,White,6.33,0.33,0.31,2.2,0.035,14.2,145.4,0.9955,3.28,0.33,11.0,6
3293,White,6.71,0.21,0.41,7.59,0.07,15.2,237.8,0.9925,3.21,0.6,12.3,6
3294,White,6.9,0.25,0.48,10.34,0.056,41.1,211.0,0.9969,3.17,0.76,9.18,5
3295,White,7.23,0.45,0.58,7.61,0.048,34.1,111.1,0.9894,3.18,0.52,10.53,5
3296,White,6.87,0.32,0.39,13.03,0.012,12.1,211.6,0.991,3.06,0.59,9.85,7
3297,White,7.58,0.33,0.54,0.6,0.067,52.2,97.7,0.9899,3.44,0.57,10.83,6
3298,White,5.82,0.09,0.36,0.6,0.053,42.1,148.3,0.9874,3.56,0.63,10.38,6
3299,White,6.88,0.27,0.26,4.62,0.066,13.8,161.4,0.9943,3.27,0.48,11.19,6
3300,White,7.9,0.34,0.19,3.48,0.042,27.8,132.2,0.9923,3.26,0.47,10.25,6
3301,White,5.55,0.14,0.28,5.09,0.064,36.2,167.1,0.9915,3.26,0.47,11.03,5
3302,White,7.49,0.24,0.36,0.6,0.017,33.6,128.8,0.9963,3.11,0.65,11.42,6
3303,White,7.86,0.45,0.3,10.06,0.026,37.0,113.6,0.9965,3.4,0.47,10.82,6
3304,White,6.81,0.42,0.49,8.23,0.027,39.6,109.6,0.9968,3.27,0.59,11.9,6
3305,White,6.58,0.36,0.2,12.69,0.056,9.1,159.2,0.9977,3.09,0.56,9.78,5
3306,White,5.76,0.23,0.33,10.68,0.009,11.1,145.4,0.9953,3.08,0.59,11.74,5
3307,White,8.73,0.28,0.43,16.69,0.067,27.1,132.6,0.9969,3.14,0.41,11.03,6
3308,White,7.31,0.22,0.43,0.6,0.021,26.0,120.1,0.9934,3.26,0.3,9.6,3
3309,White,7.15,0.41,0.5,0.6,0.073,44.4,186.9,0.9949,3.18,0.49,10.61,6
3310,White,7.32,0.12,0.42,2.1,0.049,2.0,121.6,0.9934,3.18,0.73,11.18,6
3311,White,8.15,0.17,0.32,11.98,0.009,19.2,188.1,0.9976,3.42,0.65,11.87,7
3312,White,6.68,0.24,0.32,4.08,0.056,54.3,145.7,0.9946,3.16,0.53,12.79,6
3313,White,6.63,0.11,0.34,0.6,0.051,21.9,155.3,0.9943,3.3,0.49,10.93,7
3314,White,7.08,0.32,0.37,5.13,0.085,55.2,161.3,0.9961,3.13,0.56,12.12,6
